Outcome,Week End,Age Group,Unvaccinated Rate,Vaccinated Rate,Boosted Rate,Crude Vaccinated Ratio,Crude Boosted Ratio,Age-Adjusted Unvaccinated Rate,Age-Adjusted Vaccinated Rate,Age-Adjusted Boosted Rate,Age-Adjusted Vaccinated Ratio,Age-Adjusted Boosted Ratio,Population Unvaccinated,Population Vaccinated,Population Boosted,Outcome Unvaccinated,Outcome Vaccinated,Outcome Boosted,Age Group Min,Age Group Max
Hospitalizations,01/29/2022,50-64,92.5,15.1,10.8,6.1,8.6,,,,,,46473,165829,195065,43,25,21,50,64
Deaths,08/14/2021,65-79,10.6,0.0,,,,,,,,,65891,195217,,7,0,,65,79
Deaths,09/10/2022,50-64,0.0,0.0,0.4,,0.0,,,,,,36744,125854,248346,0,0,1,50,64
Hospitalizations,07/09/2022,12-17,2.9,2.2,0.0,1.3,,,,,,,34734,91991,38572,1,2,0,12,17
Hospitalizations,09/17/2022,80+,23.6,78.9,44.1,0.3,0.5,,,,,,25382,11407,47616,6,9,21,80,200
Deaths,05/15/2021,65-79,25.0,1.2,,20.8,,,,,,,80159,167898,,20,2,,65,79
Hospitalizations,06/11/2022,65-79,33.5,23.4,13.7,1.4,2.4,,,,,,44729,47083,167846,15,11,23,65,79
Cases,11/27/2021,5-11,191.4,0.0,,,,,,,,,159895,4,,306,0,,5,11
Hospitalizations,01/08/2022,18-29,72.0,17.3,6.1,4.2,11.8,,,,,,133327,254263,81353,96,44,5,18,29
Hospitalizations,07/02/2022,80+,54.4,73.8,55.9,0.7,1.0,,,,,,25739,12190,46510,14,9,26,80,200
Hospitalizations,11/06/2021,50-64,42.7,5.0,11.8,8.5,3.6,,,,,,67934,320810,25497,29,16,3,50,64
Cases,09/11/2021,All,189.9,70.8,,2.7,,206.7,57.6,,3.6,,1038786,1483217,,1973,1050,,999,999
Deaths,03/12/2022,12-17,0.0,0.0,0.0,,,,,,,,37228,96957,29260,0,0,0,12,17
Cases,03/12/2022,80+,22.7,34.8,39.3,0.7,0.6,,,,,,26448,14388,43299,6,5,17,80,200
Deaths,09/04/2021,30-49,2.6,0.0,,,,,,,,,232093,521387,,6,0,,30,49
Hospitalizations,11/19/2022,12-17,3.1,0.0,0.0,,,,,,,,32353,83643,48689,1,0,0,12,17
Cases,11/13/2021,18-29,243.3,101.6,28.5,2.4,8.5,,,,,,164412,308022,14047,400,313,4,18,29
Hospitalizations,05/28/2022,All,12.0,5.2,8.7,2.3,1.4,16.0,7.0,5.8,2.3,2.8,632070,886315,973695,76,46,85,999,999
Cases,08/20/2022,0-4,145.1,2.5,,58.0,,,,,,,162642,,,236,4,,0,4
Hospitalizations,06/19/2021,80+,3.0,0.0,,,,,,,,,33248,51015,,1,0,,80,200
Deaths,05/15/2021,12-17,0.7,,,,,,,,,,152312,,,1,,,12,17
Deaths,05/15/2021,80+,17.1,0.0,,,,,,,,,35131,46367,,6,0,,80,200
Hospitalizations,06/11/2022,50-64,35.7,11.4,5.8,3.1,6.2,,,,,,39197,131638,240262,14,15,14,50,64
Cases,08/28/2021,80+,109.9,81.9,,1.3,,,,,,,30941,53744,,34,44,,80,200
Cases,08/14/2021,65-79,124.4,55.3,,2.2,,,,,,,65891,195217,,82,108,,65,79
Hospitalizations,01/08/2022,65-79,395.1,231.5,50.4,1.7,7.8,,,,,,49604,73872,135046,196,171,68,65,79
Deaths,02/26/2022,30-49,1.5,0.0,0.0,,,,,,,,130573,298200,313541,2,0,0,30,49
Cases,04/16/2022,50-64,200.9,56.8,123.4,3.5,1.6,,,,,,41324,137442,231842,83,78,286,50,64
Deaths,09/25/2021,80+,19.8,1.9,,10.4,,,,,,,30308,53437,,6,1,,80,200
Cases,07/10/2021,30-49,33.8,11.1,,3.0,,,,,,,275525,486506,,93,54,,30,49
Hospitalizations,05/21/2022,All,11.8,6.3,9.1,1.9,1.3,14.9,8.8,6.2,1.7,2.4,633874,888713,969682,75,56,88,999,999
Cases,02/19/2022,All,111.6,55.4,67.2,2.0,1.7,121.4,54.7,57.7,2.2,2.1,666496,915436,873090,744,507,587,999,999
Hospitalizations,11/05/2022,80+,61.5,64.5,45.2,1.0,1.4,,,,,,24388,10860,48711,15,7,22,80,200
Deaths,04/09/2022,18-29,0.0,0.0,0.0,,,,,,,,103003,218807,143727,0,0,0,18,29
Hospitalizations,02/26/2022,50-64,13.8,5.5,3.6,2.5,3.8,,,,,,43451,146350,219227,6,8,8,50,64
Cases,04/23/2022,50-64,246.0,73.2,157.0,3.4,1.6,,,,,,41053,136599,233081,101,100,366,50,64
Hospitalizations,12/18/2021,All,55.5,15.3,8.0,3.6,6.9,79.6,15.3,4.4,5.2,18.0,819878,1214722,451042,455,186,36,999,999
Cases,09/11/2021,18-29,255.0,92.7,,2.8,,,,,,,189414,294590,,483,273,,18,29
Deaths,12/11/2021,18-29,0.7,0.0,0.0,,,,,,,,152176,292306,36764,1,0,0,18,29
Deaths,10/09/2021,65-79,16.7,0.0,,,,,,,,,59716,193021,,10,0,,65,79
Deaths,10/15/2022,80+,12.1,0.0,0.0,,,,,,,,24876,11116,48232,3,0,0,80,200
Deaths,04/10/2021,65-79,7.2,0.9,,8.0,,,,,,,97753,108802,,7,1,,65,79
Cases,09/03/2022,80+,168.7,191.4,231.6,0.9,0.7,,,,,,25492,11494,47489,43,22,110,80,200
Cases,07/31/2021,18-29,171.0,75.8,,2.3,,,,,,,214652,275882,,367,209,,18,29
Deaths,07/24/2021,80+,0.0,0.0,,,,,,,,,32139,52708,,0,0,,80,200
Cases,06/19/2021,80+,6.0,2.0,,3.0,,,,,,,33248,51015,,2,1,,80,200
Cases,09/10/2022,All,175.3,87.9,133.6,2.0,1.3,217.0,87.4,121.5,2.5,1.8,590467,845672,1038721,1035,743,1388,999,999
Hospitalizations,08/06/2022,5-11,0.0,0.0,0.0,,,,,,,,94887,87882,12140,0,0,0,5,11
Deaths,06/18/2022,5-11,0.0,0.0,0.0,,,,,,,,97544,93772,4254,0,0,0,5,11
Cases,02/05/2022,50-64,309.5,99.7,107.1,3.1,2.9,,,,,,45552,158502,203509,141,158,218,50,64
Cases,07/09/2022,0-4,170.9,,,,,,,,,,162642,,,278,,,0,4
Hospitalizations,07/30/2022,80+,62.5,92.6,78.8,0.7,0.8,,,,,,25611,11877,46972,16,11,37,80,200
Deaths,08/07/2021,65-79,4.5,0.5,,9.0,,,,,,,66727,194496,,3,1,,65,79
Cases,11/06/2021,18-29,182.2,68.1,39.8,2.7,4.6,,,,,,166895,309882,10041,304,211,4,18,29
Deaths,02/05/2022,30-49,5.1,0.3,0.3,17.0,17.0,,,,,,136393,310480,289464,7,1,1,30,49
Deaths,10/08/2022,30-49,0.0,0.0,0.3,,0.0,,,,,,115150,276816,353166,0,0,1,30,49
Deaths,09/10/2022,18-29,0.0,0.0,0.0,,,,,,,,95383,211085,157211,0,0,0,18,29
Hospitalizations,07/30/2022,12-17,2.9,2.2,0.0,1.3,,,,,,,34281,90525,40361,1,2,0,12,17
Hospitalizations,04/10/2021,80+,70.2,9.8,,7.2,,,,,,,39869,30696,,28,3,,80,200
Hospitalizations,02/19/2022,30-49,6.8,3.0,1.3,2.3,5.2,,,,,,131947,300908,306841,9,9,4,30,49
Cases,04/30/2022,0-4,165.4,,,,,,,,,,162642,,,269,,,0,4
Deaths,10/22/2022,65-79,2.5,2.4,0.6,1.0,4.2,,,,,,40634,41947,175683,1,1,1,65,79
Cases,10/01/2022,65-79,99.6,97.6,101.8,1.0,1.0,,,,,,42151,43050,173839,42,42,177,65,79
Deaths,07/30/2022,18-29,0.0,0.0,0.0,,,,,,,,97306,212732,154269,0,0,0,18,29
Hospitalizations,11/05/2022,50-64,51.5,9.0,7.9,5.7,6.5,,,,,,33018,122360,253682,17,11,20,50,64
Deaths,09/25/2021,All,2.7,0.3,,9.0,,3.9,0.3,,14.9,,1013278,1505823,,27,5,,999,999
Hospitalizations,07/03/2021,65-79,11.3,0.5,,22.6,,,,,,,70776,189435,,8,1,,65,79
Cases,11/06/2021,80+,93.4,51.9,17.8,1.8,5.2,,,,,,28897,44292,11212,27,23,2,80,200
Deaths,09/25/2021,18-29,0.5,0.0,,,,,,,,,182655,300849,,1,0,,18,29
Hospitalizations,07/23/2022,30-49,21.5,4.6,5.2,4.7,4.1,,,,,,120985,281183,344944,26,13,18,30,49
Hospitalizations,07/23/2022,12-17,5.8,2.2,0.0,2.6,,,,,,,34427,91080,39695,2,2,0,12,17
Hospitalizations,04/23/2022,12-17,0.0,0.0,0.0,,,,,,,,36076,95846,33311,0,0,0,12,17
Deaths,10/15/2022,12-17,0.0,0.0,0.0,,,,,,,,32995,85520,46389,0,0,0,12,17
Hospitalizations,04/03/2021,18-29,7.0,0.0,,,,,,,,,387010,47341,,27,0,,18,29
Hospitalizations,11/20/2021,18-29,9.9,0.3,0.0,33.0,,,,,,,161575,305113,18970,16,1,0,18,29
Hospitalizations,08/27/2022,12-17,3.0,1.1,0.0,2.7,,,,,,,33698,87900,43390,1,1,0,12,17
Hospitalizations,04/03/2021,12-17,1.1,,,,,,,,,,178757,,,2,,,12,17
Cases,05/07/2022,18-29,340.3,152.9,402.8,2.2,0.8,,,,,,101386,217073,146973,345,332,592,18,29
Cases,05/29/2021,65-79,72.3,7.3,,9.9,,,,,,,76117,177033,,55,13,,65,79
Deaths,10/30/2021,12-17,0.0,0.0,,,,,,,,,62669,101934,,0,0,,12,17
Hospitalizations,07/09/2022,65-79,38.4,24.0,28.3,1.6,1.4,,,,,,44277,45866,169645,17,11,48,65,79
Hospitalizations,12/04/2021,65-79,156.6,35.8,4.2,4.4,37.3,,,,,,53009,111677,94706,83,40,4,65,79
Deaths,07/30/2022,65-79,0.0,0.0,1.8,,0.0,,,,,,43834,45046,170818,0,0,3,65,79
Hospitalizations,05/21/2022,50-64,32.5,9.7,4.2,3.4,7.7,,,,,,39949,133698,237278,13,13,10,50,64
Hospitalizations,08/21/2021,80+,38.5,14.9,,2.6,,,,,,,31144,53538,,12,8,,80,200
Cases,03/12/2022,All,48.0,22.1,41.7,2.2,1.2,53.6,21.3,36.4,2.5,1.5,653944,912119,915502,314,202,382,999,999
Deaths,08/13/2022,0-4,0.0,0.0,,,,,,,,,162642,,,0,0,,0,4
Deaths,06/19/2021,65-79,2.8,1.1,,2.5,,,,,,,72543,185518,,2,2,,65,79
Hospitalizations,05/15/2021,80+,54.1,4.3,,12.6,,,,,,,35131,46367,,19,2,,80,200
Deaths,08/27/2022,50-64,0.0,0.8,0.0,0.0,,,,,,,37011,126515,247471,0,1,0,50,64
Cases,06/04/2022,18-29,375.7,141.1,349.3,2.7,1.1,,,,,,99821,215425,149744,375,304,523,18,29
Cases,01/15/2022,50-64,2232.2,795.5,636.9,2.8,3.5,,,,,,49592,185039,173645,1107,1472,1106,50,64
Deaths,07/02/2022,65-79,0.0,2.2,1.8,0.0,0.0,,,,,,44375,46217,169182,0,1,3,65,79
Cases,06/11/2022,80+,108.4,240.4,182.2,0.5,0.6,,,,,,25834,12479,46100,28,30,84,80,200
Cases,04/24/2021,All,202.9,23.2,,8.7,,213.6,19.0,,11.2,,1523237,599582,,3090,139,,999,999
Deaths,07/31/2021,18-29,0.5,0.0,,,,,,,,,214652,275882,,1,0,,18,29
Deaths,10/09/2021,50-64,10.7,0.3,,35.7,,,,,,,74603,333842,,8,1,,50,64
Cases,04/02/2022,18-29,116.9,47.4,159.8,2.5,0.7,,,,,,103507,219321,142636,121,104,228,18,29
Deaths,08/21/2021,12-17,1.2,0.0,,,,,,,,,80343,73849,,1,0,,12,17
Hospitalizations,04/03/2021,50-64,39.6,3.0,,13.2,,,,,,,232284,67580,,92,2,,50,64
Cases,03/19/2022,50-64,75.4,26.2,38.4,2.9,2.0,,,,,,42445,141486,226325,32,37,87,50,64
Cases,02/19/2022,18-29,185.5,45.4,78.6,4.1,2.4,,,,,,108354,220411,129812,201,100,102,18,29
Cases,03/05/2022,50-64,74.2,27.0,30.6,2.7,2.4,,,,,,43098,144500,222012,32,39,68,50,64
Deaths,03/19/2022,30-49,0.0,0.0,0.0,,,,,,,,127929,294603,324112,0,0,0,30,49
Cases,04/02/2022,80+,19.0,36.0,29.6,0.5,0.6,,,,,,26341,13897,43917,5,5,13,80,200
Hospitalizations,10/15/2022,80+,44.2,108.0,37.3,0.4,1.2,,,,,,24876,11116,48232,11,12,18,80,200
Hospitalizations,10/23/2021,30-49,11.9,0.9,0.0,13.2,,,,,,,201606,539175,17534,24,5,0,30,49
Cases,08/20/2022,30-49,250.4,109.7,186.2,2.3,1.3,,,,,,119817,278992,348038,300,306,648,30,49
Deaths,08/14/2021,18-29,0.0,0.0,,,,,,,,,205635,281969,,0,0,,18,29
Cases,11/05/2022,5-11,134.8,94.6,116.4,1.4,1.2,,,,,,91269,81371,22341,123,77,26,5,11
Deaths,02/12/2022,All,5.3,2.4,1.4,2.2,3.8,6.7,3.3,0.9,2.1,7.7,673683,919213,852862,36,22,12,999,999
Hospitalizations,08/06/2022,18-29,14.4,3.8,2.6,3.8,5.5,,,,,,96950,212367,154863,14,8,4,18,29
Hospitalizations,11/26/2022,5-11,0.0,0.0,0.0,,,,,,,,90615,78878,25435,0,0,0,5,11
Hospitalizations,11/27/2021,18-29,13.8,1.7,0.0,8.1,,,,,,,159242,301794,24189,22,5,0,18,29
Cases,09/04/2021,65-79,113.6,42.8,,2.7,,,,,,,63381,196048,,72,84,,65,79
Cases,05/01/2021,30-49,278.2,24.8,,11.2,,,,,,,359864,242169,,1001,60,,30,49
Deaths,08/21/2021,65-79,6.2,1.0,,6.2,,,,,,,64960,195884,,4,2,,65,79
Deaths,04/10/2021,30-49,0.9,0.0,,,,,,,,,450935,125857,,4,0,,30,49
Deaths,05/15/2021,All,3.0,0.2,,15.0,,4.4,0.1,,39.3,,1380579,932088,,41,2,,999,999
Hospitalizations,07/02/2022,12-17,2.9,0.0,0.0,,,,,,,,34846,92473,37978,1,0,0,12,17
Cases,12/18/2021,0-4,351.7,,,,,,,,,,162642,,,572,,,0,4
Hospitalizations,04/02/2022,65-79,8.6,9.7,1.9,0.9,4.5,,,,,,46395,51651,160756,4,5,3,65,79
Hospitalizations,06/26/2021,18-29,2.6,0.0,,,,,,,,,231804,251315,,6,0,,18,29
Hospitalizations,08/20/2022,30-49,16.7,4.7,5.2,3.6,3.2,,,,,,119817,278992,348038,20,13,18,30,49
Deaths,11/13/2021,18-29,0.0,0.0,0.0,,,,,,,,164412,308022,14047,0,0,0,18,29
Cases,07/30/2022,All,278.4,153.7,237.2,1.8,1.2,335.6,148.0,199.5,2.3,1.7,605531,857726,1014347,1686,1318,2406,999,999
Cases,07/23/2022,30-49,409.1,184.9,284.1,2.2,1.4,,,,,,120985,281183,344944,495,520,980,30,49
Deaths,03/05/2022,18-29,0.0,0.0,0.0,,,,,,,,105987,220513,136211,0,0,0,18,29
Cases,04/30/2022,30-49,224.7,135.0,325.2,1.7,0.7,,,,,,125080,288795,333918,281,390,1086,30,49
Deaths,07/31/2021,12-17,0.0,0.0,,,,,,,,,92860,65439,,0,0,,12,17
Deaths,07/23/2022,All,0.5,0.7,0.4,0.7,1.2,0.7,1.6,0.3,0.5,2.7,608643,861261,1009494,3,6,4,999,999
Hospitalizations,08/07/2021,65-79,34.5,3.6,,9.6,,,,,,,66727,194496,,23,7,,65,79
Hospitalizations,05/15/2021,18-29,9.7,0.6,,16.2,,,,,,,268493,157043,,26,1,,18,29
Deaths,08/27/2022,18-29,0.0,0.5,0.0,0.0,,,,,,,96016,211497,156409,0,1,0,18,29
Cases,01/08/2022,65-79,1770.0,1409.2,727.9,1.3,2.4,,,,,,49604,73872,135046,878,1041,983,65,79
Hospitalizations,02/05/2022,65-79,58.7,36.7,16.6,1.6,3.5,,,,,,47734,59890,150496,28,22,25,65,79
Deaths,10/09/2021,18-29,0.0,0.0,,,,,,,,,176983,307352,,0,0,,18,29
Deaths,04/10/2021,All,1.9,0.2,,9.5,,2.6,0.1,,31.0,,1701205,401555,,32,1,,999,999
Hospitalizations,12/04/2021,All,35.9,10.0,3.3,3.6,10.9,53.3,9.6,1.5,5.6,36.7,854592,1291144,336442,307,129,11,999,999
Cases,04/23/2022,18-29,229.1,111.0,285.2,2.1,0.8,,,,,,102148,217941,145505,234,242,415,18,29
Cases,12/04/2021,80+,189.6,179.9,34.2,1.1,5.5,,,,,,27948,30020,26320,53,54,9,80,200
Cases,08/28/2021,12-17,246.1,32.5,,7.6,,,,,,,76403,77004,,188,25,,12,17
Cases,01/01/2022,18-29,3032.8,1899.8,1434.3,1.6,2.1,,,,,,140134,263872,70417,4250,5013,1010,18,29
Cases,10/22/2022,50-64,323.1,74.4,108.8,4.3,3.0,,,,,,34049,123594,251908,110,92,274,50,64
Hospitalizations,01/01/2022,80+,385.3,465.7,111.0,0.8,3.5,,,,,,27248,20828,36043,105,97,40,80,200
Deaths,11/27/2021,65-79,18.6,3.2,0.0,5.8,,,,,,,53807,123356,82328,10,4,0,65,79
Hospitalizations,01/01/2022,30-49,109.4,26.7,7.8,4.1,14.0,,,,,,162704,382554,205093,178,102,16,30,49
Cases,08/27/2022,50-64,375.6,117.8,185.5,3.2,2.0,,,,,,37011,126515,247471,139,149,459,50,64
Cases,06/26/2021,80+,9.1,1.9,,4.8,,,,,,,32987,51498,,3,1,,80,200
Deaths,08/13/2022,12-17,0.0,0.0,0.0,,,,,,,,33991,89334,41732,0,0,0,12,17
Deaths,09/03/2022,18-29,0.0,0.0,0.0,,,,,,,,95775,211246,156864,0,0,0,18,29
Cases,03/12/2022,12-17,67.2,22.7,47.8,3.0,1.4,,,,,,37228,96957,29260,25,22,14,12,17
Cases,10/23/2021,80+,71.3,30.9,14.8,2.3,4.8,,,,,,29471,48471,6742,21,15,1,80,200
Hospitalizations,11/20/2021,12-17,3.4,0.0,,,,,,,,,58577,105317,,2,0,,12,17
Hospitalizations,11/26/2022,12-17,3.1,0.0,0.0,,,,,,,,32227,83235,49180,1,0,0,12,17
Deaths,09/24/2022,65-79,0.0,0.0,0.6,,0.0,,,,,,42589,43318,173348,0,0,1,65,79
Hospitalizations,05/01/2021,65-79,58.7,5.2,,11.3,,,,,,,85114,154241,,50,8,,65,79
Hospitalizations,12/18/2021,5-11,3.4,0.0,,,,,,,,,145818,24587,,5,0,,5,11
Cases,09/17/2022,18-29,159.4,54.5,109.9,2.9,1.5,,,,,,94736,211046,157434,151,115,173,18,29
Cases,05/08/2021,65-79,120.1,13.0,,9.2,,,,,,,82446,162110,,99,21,,65,79
Cases,04/24/2021,65-79,145.5,11.9,,12.2,,,,,,,88684,142420,,129,17,,65,79
Hospitalizations,07/24/2021,80+,15.6,9.5,,1.6,,,,,,,32139,52708,,5,5,,80,200
Hospitalizations,05/29/2021,18-29,6.8,0.5,,13.6,,,,,,,250310,204404,,17,1,,18,29
Deaths,11/20/2021,All,1.9,0.6,0.4,3.2,4.8,3.1,0.7,0.2,4.2,17.2,884402,1388475,223666,17,9,1,999,999
Hospitalizations,10/01/2022,All,7.8,3.6,8.1,2.2,1.0,8.9,5.7,5.7,1.6,1.6,579740,844935,1046779,45,30,85,999,999
Deaths,10/30/2021,30-49,0.5,0.0,0.0,,,,,,,,197957,536440,24628,1,0,0,30,49
Cases,07/23/2022,65-79,295.7,220.4,226.0,1.3,1.3,,,,,,43957,45371,170344,130,100,385,65,79
Deaths,08/20/2022,50-64,0.0,0.0,0.4,,0.0,,,,,,37192,126834,247033,0,0,1,50,64
Cases,01/08/2022,30-49,2666.5,1691.7,1350.7,1.6,2.0,,,,,,155859,363546,225964,4156,6150,3052,30,49
Cases,10/30/2021,12-17,217.0,25.5,,8.5,,,,,,,62669,101934,,136,26,,12,17
Hospitalizations,08/13/2022,50-64,45.5,14.9,11.4,3.1,4.0,,,,,,37356,127262,246453,17,19,28,50,64
Deaths,02/12/2022,18-29,0.9,0.0,0.0,,,,,,,,110243,221292,125696,1,0,0,18,29
Deaths,01/29/2022,5-11,0.0,0.0,,,,,,,,,113202,60530,,0,0,,5,11
Deaths,02/19/2022,65-79,16.9,8.9,2.6,1.9,6.5,,,,,,47213,56442,154653,8,5,4,65,79
Hospitalizations,01/08/2022,80+,567.6,540.8,109.2,1.0,5.2,,,,,,27130,19415,37556,154,105,41,80,200
Cases,12/11/2021,12-17,763.8,137.8,0.0,5.5,,,,,,,55908,107404,459,427,148,0,12,17
Hospitalizations,04/16/2022,12-17,0.0,1.0,6.1,0.0,0.0,,,,,,36206,96102,32852,0,1,2,12,17
Deaths,12/04/2021,30-49,2.2,0.0,0.0,,,,,,,,179925,472976,104719,4,0,0,30,49
Hospitalizations,07/31/2021,12-17,1.1,0.0,,,,,,,,,92860,65439,,1,0,,12,17
Deaths,07/17/2021,12-17,0.0,0.0,,,,,,,,,101022,58735,,0,0,,12,17
Deaths,10/01/2022,30-49,0.0,0.0,0.3,,0.0,,,,,,116136,277184,351949,0,0,1,30,49
Deaths,07/17/2021,50-64,2.9,0.0,,,,,,,,,102228,310734,,3,0,,50,64
Hospitalizations,04/16/2022,5-11,0.0,0.0,,,,,,,,,100418,94408,,0,0,,5,11
Hospitalizations,10/08/2022,5-11,2.2,0.0,0.0,,,,,,,,92140,82597,20327,2,0,0,5,11
Cases,08/27/2022,5-11,129.5,88.0,120.4,1.5,1.1,,,,,,93457,85264,15779,121,75,19,5,11
Hospitalizations,01/22/2022,5-11,3.4,0.0,,,,,,,,,117768,56222,,4,0,,5,11
Cases,05/08/2021,80+,109.2,13.4,,8.1,,,,,,,35698,44781,,39,6,,80,200
Cases,11/20/2021,12-17,449.0,51.3,,8.8,,,,,,,58577,105317,,263,54,,12,17
Hospitalizations,07/02/2022,65-79,40.6,23.8,18.9,1.7,2.1,,,,,,44375,46217,169182,18,11,32,65,79
Deaths,05/22/2021,12-17,0.0,,,,,,,,,,135945,,,0,,,12,17
Cases,06/18/2022,65-79,231.0,168.7,171.8,1.4,1.3,,,,,,44594,46836,168262,103,79,289,65,79
Deaths,05/21/2022,50-64,0.0,0.7,0.0,0.0,,,,,,,39949,133698,237278,0,1,0,50,64
Hospitalizations,03/26/2022,All,3.1,1.7,1.7,1.8,1.8,3.9,2.0,1.1,2.0,3.5,648902,908983,930323,20,15,16,999,999
Hospitalizations,08/28/2021,30-49,21.8,0.8,,27.2,,,,,,,238017,517628,,52,4,,30,49
Deaths,11/20/2021,5-11,0.0,0.0,,,,,,,,,165666,1,,0,0,,5,11
Hospitalizations,10/23/2021,50-64,35.1,3.6,7.5,9.8,4.7,,,,,,71255,329366,13414,25,12,1,50,64
Hospitalizations,04/30/2022,All,6.6,4.4,4.6,1.5,1.4,8.9,6.1,3.2,1.5,2.7,639197,895770,957293,42,39,44,999,999
Cases,07/24/2021,30-49,102.0,38.2,,2.7,,,,,,,266705,497604,,272,190,,30,49
Hospitalizations,12/04/2021,18-29,19.9,3.4,0.0,5.9,,,,,,,156091,297424,30291,31,10,0,18,29
Deaths,06/05/2021,50-64,10.9,0.0,,,,,,,,,118823,272958,,13,0,,50,64
Deaths,10/16/2021,12-17,0.0,0.0,,,,,,,,,64429,98808,,0,0,,12,17
Cases,12/18/2021,80+,264.9,250.5,89.1,1.1,3.0,,,,,,27555,25147,31442,73,63,28,80,200
Hospitalizations,06/04/2022,80+,73.4,79.1,80.7,0.9,0.9,,,,,,25873,12636,45870,19,10,37,80,200
Hospitalizations,02/05/2022,12-17,0.0,0.0,0.0,,,,,,,,40945,98628,18568,0,0,0,12,17
Cases,10/09/2021,18-29,176.3,57.6,,3.1,,,,,,,176983,307352,,312,177,,18,29
Deaths,05/29/2021,18-29,0.0,0.0,,,,,,,,,250310,204404,,0,0,,18,29
Cases,12/04/2021,30-49,606.4,228.1,59.2,2.7,10.2,,,,,,179925,472976,104719,1091,1079,62,30,49
Cases,03/26/2022,65-79,42.9,28.8,41.2,1.5,1.0,,,,,,46589,52155,160136,20,15,66,65,79
Cases,09/04/2021,12-17,231.0,28.4,,8.1,,,,,,,74020,80987,,171,23,,12,17
Cases,01/22/2022,65-79,604.5,420.0,252.3,1.4,2.4,,,,,,48469,66191,143459,293,278,362,65,79
Cases,03/05/2022,65-79,25.6,18.5,28.5,1.4,0.9,,,,,,46883,54131,157620,12,10,45,65,79
Cases,05/15/2021,30-49,173.6,14.8,,11.7,,,,,,,333486,336801,,579,50,,30,49
Deaths,07/23/2022,65-79,2.3,2.2,0.6,1.0,3.8,,,,,,43957,45371,170344,1,1,1,65,79
Cases,12/25/2021,18-29,2706.3,1722.4,1560.0,1.6,1.7,,,,,,144143,275364,57245,3901,4743,893,18,29
Cases,05/22/2021,18-29,136.5,8.9,,15.3,,,,,,,257887,180013,,352,16,,18,29
Hospitalizations,05/22/2021,12-17,0.7,,,,,,,,,,135945,,,1,,,12,17
Cases,03/26/2022,All,61.5,43.3,81.6,1.4,0.8,68.9,40.6,73.5,1.7,0.9,648902,908983,930323,399,394,759,999,999
Hospitalizations,11/27/2021,5-11,0.6,0.0,,,,,,,,,159895,4,,1,0,,5,11
Hospitalizations,04/16/2022,18-29,6.8,2.3,0.0,3.0,,,,,,,102566,218321,144678,7,5,0,18,29
Cases,11/27/2021,All,245.2,100.7,33.2,2.4,7.4,288.4,82.0,27.4,3.5,10.5,870316,1343040,277171,2134,1353,92,999,999
Deaths,02/05/2022,50-64,30.7,5.7,0.5,5.4,61.4,,,,,,45552,158502,203509,14,9,1,50,64
Deaths,08/06/2022,30-49,0.0,0.0,0.0,,,,,,,,120412,279927,346672,0,0,0,30,49
Deaths,12/25/2021,5-11,0.0,0.0,,,,,,,,,141745,38122,,0,0,,5,11
Cases,07/10/2021,12-17,26.9,1.8,,14.9,,,,,,,104214,54529,,28,1,,12,17
Cases,08/21/2021,30-49,294.3,116.4,,2.5,,,,,,,243649,513686,,717,598,,30,49
Hospitalizations,07/16/2022,All,14.4,6.9,11.1,2.1,1.3,18.7,9.5,7.8,2.0,2.4,612141,863767,1005900,88,60,112,999,999
Hospitalizations,09/25/2021,65-79,42.3,9.2,,4.6,,,,,,,61465,195187,,26,18,,65,79
Deaths,08/07/2021,All,1.4,0.2,,7.0,,1.9,0.2,,10.8,,1119833,1420251,,16,3,,999,999
Deaths,01/15/2022,12-17,0.0,0.0,0.0,,,,,,,,46688,107942,5146,0,0,0,12,17
Hospitalizations,05/08/2021,30-49,21.1,0.7,,30.1,,,,,,,345496,291198,,73,2,,30,49
Cases,08/07/2021,12-17,143.7,20.4,,7.0,,,,,,,88384,68520,,127,14,,12,17
Hospitalizations,06/05/2021,All,7.4,0.7,,10.6,,10.0,0.5,,20.2,,1271160,1165275,,94,8,,999,999
Cases,08/28/2021,All,212.4,80.3,,2.6,,237.5,65.5,,3.6,,1067961,1457674,,2268,1171,,999,999
Cases,11/26/2022,12-17,93.1,16.8,52.9,5.5,1.8,,,,,,32227,83235,49180,30,14,26,12,17
Deaths,11/27/2021,80+,7.1,20.8,0.0,0.3,,,,,,,28192,33630,22464,2,7,0,80,200
Cases,08/06/2022,12-17,167.0,72.2,87.8,2.3,1.9,,,,,,34141,89996,40986,57,65,36,12,17
Deaths,04/17/2021,18-29,0.6,0.0,,,,,,,,,330611,64381,,2,0,,18,29
Deaths,07/30/2022,30-49,1.7,0.0,0.0,,,,,,,,120707,280522,345860,2,0,0,30,49
Hospitalizations,11/27/2021,All,23.9,5.6,2.9,4.3,8.2,36.6,5.4,1.4,6.8,26.2,870316,1343040,277171,208,75,8,999,999
Deaths,12/04/2021,80+,25.0,10.0,0.0,2.5,,,,,,,27948,30020,26320,7,3,0,80,200
Hospitalizations,11/05/2022,30-49,15.4,4.0,4.7,3.8,3.3,,,,,,110700,274873,358312,17,11,17,30,49
Cases,06/26/2021,12-17,11.8,0.0,,,,,,,,,110033,40429,,13,0,,12,17
